date,team,opponent,home_away,result,team_score,opponent_score,goals,ast,sh_att,so_g,fouls,rc,yc,gc,ggp,ggs,min,ga,sv,sho,g_wins,g_loss,d_sv,corners,ps,psa,defensive_goals,defensive_ast,defensive_sh_att,defensive_so_g,defensive_fouls,defensive_rc,defensive_yc,defensive_gc,defensive_ggp,defensive_ggs,defensive_min,defensive_ga,defensive_sv,defensive_sho,defensive_g_wins,defensive_g_loss,defensive_d_sv,defensive_corners,defensive_ps,defensive_psa
2023-09-02,Boston U. Terriers,Ohio ,Away,L,1,2,1,0,9,4,34,0,0,2,0,0,NA,2,2,0,0,NA,NA,7,NA,NA,2,2,8,4,38,0,1,1,0,0,NA,1,3,0,0,NA,NA,6,NA,NA
2023-09-01,Brown Bears,LIU,Home,W,3,0,3,2,20,13,28,0,0,0,0,0,NA,0,2,1,0,NA,NA,4,NA,NA,0,0,3,2,19,0,0,1,0,0,NA,3,10,0,0,NA,NA,1,NA,NA
2023-09-03,Brown Bears,Holy Cross,Home,W,2,1,2,0,37,20,22,0,0,0,0,0,NA,1,2,0,0,NA,NA,15,1,1,1,1,9,3,35,0,1,1,0,0,NA,2,18,0,0,NA,NA,8,NA,NA
2023-08-26,Bryant Bulldogs,Lindenwood,Away,W,3,1,3,2,14,11,0,0,1,2,0,0,NA,1,6,0,0,NA,NA,4,1,1,1,1,13,7,0,0,2,2,0,0,NA,3,8,0,0,NA,1,6,NA,NA
2023-08-27,Bryant Bulldogs,Saint Louis,Away,W,3,2,2,1,17,11,0,0,2,2,0,0,NA,2,6,0,0,NA,NA,5,1,1,2,1,10,8,0,0,1,0,0,0,NA,2,9,0,0,NA,NA,5,1,1
2023-09-01,Bryant Bulldogs,Providence,Away,L,0,1,0,0,2,2,0,0,0,0,0,0,NA,1,3,0,0,NA,NA,3,NA,NA,1,0,9,4,0,0,0,1,0,0,NA,0,2,1,0,NA,NA,7,NA,NA
2023-09-04,Bryant Bulldogs,Fairfield,Away,L,0,5,0,0,2,1,24,0,2,0,0,0,NA,5,8,0,0,NA,NA,NA,NA,NA,5,3,20,13,18,0,1,2,0,0,NA,0,1,1,0,NA,NA,10,NA,NA
2023-08-25,Bucknell Bison,Drexel,Away,L,0,4,0,0,8,3,21,0,0,2,0,0,NA,4,5,0,0,NA,NA,7,NA,NA,4,3,11,9,21,0,0,2,0,0,NA,0,3,1,0,NA,1,7,NA,NA
2023-08-27,Bucknell Bison,Temple,Away,L,1,2,1,0,11,9,24,0,1,2,0,0,NA,2,4,0,0,NA,NA,4,NA,NA,2,2,8,6,35,0,0,0,0,0,NA,1,8,0,0,NA,NA,4,NA,NA
2023-09-01,Bucknell Bison,"Ball St. Columbus, Ohio",Away,W,2,1,2,2,18,11,0,0,0,2,0,0,NA,1,4,0,0,NA,NA,2,NA,1,1,1,9,5,0,0,0,3,0,0,NA,2,9,0,0,NA,NA,4,NA,NA
2023-09-03,Bucknell Bison,Ohio St.,Away,L,1,2,1,1,9,4,0,0,2,2,0,0,NA,2,6,0,0,NA,NA,4,NA,NA,2,1,14,8,0,0,1,2,0,0,NA,1,3,0,0,NA,NA,11,NA,NA
2023-08-25,California Golden Bears,Miami (OH),Home,L,0,2,0,0,11,6,0,0,0,0,0,0,NA,2,1,0,0,NA,NA,11,NA,NA,2,1,3,3,0,0,1,2,0,0,NA,0,6,1,0,NA,NA,NA,NA,NA
2023-08-27,California Golden Bears,Maryland,Home,L,1,4,1,1,9,4,0,0,0,2,0,0,NA,4,5,0,0,NA,NA,5,NA,NA,4,3,13,9,0,0,0,2,0,0,NA,1,3,0,0,NA,NA,7,NA,NA
2023-08-28,California Golden Bears,Rutgers,Home,L,1,2,1,0,10,6,0,0,0,1,0,0,NA,2,7,0,0,NA,2,8,NA,NA,2,2,15,9,0,0,0,1,0,0,NA,1,5,0,0,NA,NA,4,NA,1
2023-09-01,California Golden Bears,Penn St.,Home,W,3,2,3,3,19,12,0,0,1,1,0,0,NA,2,5,0,0,NA,NA,7,NA,NA,2,0,12,7,0,0,0,0,0,0,NA,3,9,0,0,NA,NA,4,NA,NA
2023-08-25,Central Mich. Chippewas,Colgate,Away,W,3,2,3,2,9,4,39,0,0,0,0,0,NA,2,9,0,0,NA,NA,7,NA,NA,2,1,20,11,26,0,0,1,0,0,NA,3,1,0,0,NA,NA,8,NA,NA
2023-08-26,Central Mich. Chippewas,"Rider Hamilton, N.Y.",Away,L,3,4,3,2,10,6,21,0,0,1,0,0,NA,4,9,0,0,NA,1,8,NA,NA,4,1,21,13,12,0,0,0,0,0,NA,3,3,0,0,NA,NA,13,NA,NA
2023-09-01,Central Mich. Chippewas,Old Dominion,Home,L,0,3,0,0,0,0,1,0,0,0,0,0,NA,3,14,0,0,NA,NA,NA,NA,NA,3,2,29,17,1,0,0,0,0,0,NA,0,0,1,0,NA,NA,17,NA,NA
2023-08-25,Colgate Raiders,Central Mich.,Home,L,2,3,2,1,20,11,26,0,0,1,0,0,NA,3,1,0,0,NA,NA,8,NA,NA,3,2,9,4,39,0,0,0,0,0,NA,2,9,0,0,NA,NA,7,NA,NA
2023-08-27,Colgate Raiders,Rider,Home,W,2,1,2,2,13,6,34,0,0,1,0,0,NA,1,5,0,0,NA,2,9,NA,NA,1,1,17,6,36,0,0,0,0,0,NA,2,4,0,0,NA,2,9,NA,NA
2023-09-01,Colgate Raiders,Sacred Heart,Home,L,2,4,2,2,15,12,31,0,1,1,0,0,NA,4,4,0,0,NA,NA,7,NA,NA,4,3,10,8,25,0,0,0,0,0,NA,2,10,0,0,NA,3,5,NA,NA
2023-09-03,Colgate Raiders,Lock Haven,Home,L,1,2,1,1,9,6,34,0,0,0,0,0,NA,2,4,0,0,NA,1,4,NA,NA,2,2,7,6,32,0,0,2,0,0,NA,1,5,0,0,NA,NA,7,NA,NA
2023-09-01,Columbia Lions,James Madison,Away,L,2,3,2,2,10,3,33,0,0,0,0,0,NA,3,7,0,0,NA,NA,9,NA,NA,3,3,22,10,37,0,0,1,0,0,NA,2,1,0,0,NA,NA,6,NA,NA
2023-09-03,Columbia Lions,Delaware,Away,L,2,4,2,4,7,5,15,0,1,0,0,0,NA,4,4,0,0,NA,NA,4,NA,NA,4,1,12,8,15,0,0,1,0,0,NA,2,3,0,0,NA,2,5,NA,NA
2023-09-06,Cornell Big Red,Syracuse,Away,L,2,4,2,4,4,3,27,0,0,0,0,0,NA,4,10,0,0,NA,NA,2,NA,NA,4,4,19,14,19,0,0,0,0,0,NA,2,1,0,0,NA,NA,13,1,1
2023-09-03,Dartmouth Big Green,Stonehill,Home,W,6,1,6,5,24,17,0,0,0,0,0,0,NA,1,2,0,0,NA,NA,3,NA,NA,1,1,7,3,0,0,0,0,0,0,NA,6,11,0,0,NA,NA,4,NA,NA
2023-08-25,Davidson Wildcats,"Georgetown Towson, Md.",Away,W,3,2,3,3,19,9,0,0,0,1,0,0,NA,2,2,0,0,NA,NA,8,1,1,2,2,7,4,0,0,0,2,0,0,NA,3,6,0,0,NA,NA,5,NA,NA
2023-08-27,Davidson Wildcats,Towson,Away,L,2,3,2,1,17,14,0,0,0,2,0,0,NA,3,4,0,0,NA,1,9,NA,NA,3,3,13,7,0,0,0,3,0,0,NA,2,12,0,0,NA,1,8,NA,NA
2023-09-01,Davidson Wildcats,Queens (NC),Home,W,7,1,7,4,25,17,0,0,0,1,0,0,NA,1,0,0,0,NA,NA,14,NA,NA,1,0,3,1,0,0,0,0,0,0,NA,7,10,0,0,NA,NA,1,NA,NA
2023-09-03,Davidson Wildcats,App State,Away,L,0,1,0,0,8,5,0,0,0,1,0,0,NA,1,2,0,0,NA,NA,2,NA,NA,1,1,9,3,0,0,0,0,0,0,NA,0,5,1,0,NA,NA,5,NA,NA
2023-08-25,Delaware Blue Hens,VCU,Away,L,3,4,3,3,16,11,31,0,0,0,0,0,NA,4,4,0,0,NA,NA,14,NA,1,4,4,10,8,49,0,0,1,0,0,NA,3,8,0,0,NA,1,3,NA,NA
2023-08-27,Delaware Blue Hens,Old Dominion,Away,W,4,2,4,2,9,5,0,0,0,1,0,0,NA,2,10,0,0,NA,NA,3,NA,NA,2,2,18,12,1,0,0,3,0,0,NA,4,1,0,0,NA,NA,10,NA,NA
2023-09-01,Delaware Blue Hens,Villanova,Home,W,8,0,8,6,22,17,23,0,0,1,0,0,NA,0,2,1,0,NA,NA,7,NA,NA,0,0,4,2,25,0,0,2,0,0,NA,8,9,0,0,NA,1,4,NA,NA
2023-09-03,Delaware Blue Hens,Columbia,Home,W,4,2,4,1,12,8,15,0,0,1,0,0,NA,2,3,0,0,NA,2,5,NA,NA,2,4,7,5,15,0,1,0,0,0,NA,4,4,0,0,NA,NA,4,NA,NA
2023-08-25,Drexel Dragons,Bucknell,Home,W,4,0,4,3,11,9,21,0,0,2,0,0,NA,0,3,1,0,NA,1,7,NA,NA,0,0,8,3,21,0,0,2,0,0,NA,4,5,0,0,NA,NA,7,NA,NA
2023-08-27,Drexel Dragons,La Salle,Home,L,1,2,1,1,10,7,20,0,0,1,0,0,NA,2,3,0,0,NA,NA,11,NA,NA,2,0,7,5,43,0,0,0,0,0,NA,1,6,0,0,NA,1,1,NA,NA
2023-09-01,Drexel Dragons,App State,Away,W,3,0,3,5,9,8,0,0,1,2,0,0,NA,0,4,1,0,NA,NA,5,NA,NA,0,0,6,4,0,0,0,2,0,0,NA,3,5,0,0,NA,NA,2,NA,NA
2023-09-03,Drexel Dragons,"Queens (NC) Boone, N.C.",Away,W,8,0,8,9,42,32,0,0,0,2,0,0,NA,0,2,1,0,NA,NA,18,NA,NA,0,0,6,2,0,0,0,1,0,0,NA,8,24,0,0,NA,NA,5,NA,NA
2023-08-25,Duke Blue Devils,Indiana,Home,W,3,2,3,5,15,11,0,0,1,1,0,0,NA,2,1,0,0,NA,NA,6,NA,NA,2,2,8,3,0,0,1,0,0,0,NA,3,8,0,0,NA,NA,5,NA,1
2023-09-01,Duke Blue Devils,Maryland,Away,W,2,1,2,0,11,8,0,0,0,2,0,0,NA,1,3,0,0,NA,NA,5,NA,NA,1,1,6,4,0,0,0,2,0,0,NA,2,6,0,0,NA,NA,6,NA,NA
2023-09-03,Duke Blue Devils,Northwestern ,Away,L,2,3,2,3,17,8,0,0,1,0,0,0,NA,3,2,0,0,NA,NA,8,NA,1,3,1,7,5,0,0,2,2,0,0,NA,2,6,0,0,NA,NA,3,NA,NA
2023-08-29,Fairfield Stags,Hofstra,Away,W,4,0,4,3,11,7,26,0,1,2,0,0,NA,0,4,1,0,NA,NA,7,NA,1,0,0,10,4,29,0,0,2,0,0,NA,4,3,0,0,NA,1,8,NA,NA
2023-09-01,Fairfield Stags,"Iowa Albany, N.Y.",Away,L,0,3,0,0,2,0,0,0,0,1,0,0,NA,3,7,0,0,NA,NA,2,NA,NA,3,1,20,10,0,0,0,0,0,0,NA,0,0,1,0,NA,NA,15,NA,NA
2023-09-04,Fairfield Stags,Bryant,Home,W,5,0,5,3,20,13,18,0,1,2,0,0,NA,0,1,1,0,NA,NA,10,NA,NA,0,0,2,1,24,0,2,0,0,0,NA,5,8,0,0,NA,NA,NA,NA,NA
2023-08-25,Georgetown Hoyas,"Davidson Towson, Md.",Away,L,2,3,2,2,7,4,0,0,0,2,0,0,NA,3,6,0,0,NA,NA,5,NA,NA,3,3,19,9,0,0,0,1,0,0,NA,2,2,0,0,NA,NA,8,1,1
2023-08-27,Georgetown Hoyas,"App State Towson, Md.",Away,L,1,4,1,2,11,5,0,0,0,1,0,0,NA,4,4,0,0,NA,NA,4,NA,NA,4,7,11,8,0,0,0,1,0,0,NA,1,4,0,0,NA,NA,7,NA,NA
2023-09-01,Georgetown Hoyas,VCU,Away,L,2,4,2,1,6,6,22,0,0,1,0,0,NA,4,5,0,0,NA,NA,3,NA,NA,4,4,11,9,32,0,0,1,0,0,NA,2,4,0,0,NA,NA,4,NA,NA
2023-09-03,Georgetown Hoyas,Richmond,Away,L,1,4,1,0,12,9,26,0,0,3,0,0,NA,4,6,0,0,NA,NA,6,NA,NA,4,4,21,10,29,0,0,2,0,0,NA,1,8,0,0,NA,1,15,NA,NA
2023-09-01,Harvard Crimson,Massachusetts,Away,W,2,1,2,0,10,6,0,0,0,2,0,0,NA,1,0,0,0,NA,NA,2,NA,NA,1,1,2,1,0,0,0,1,0,0,NA,2,4,0,0,NA,NA,2,NA,NA
2023-09-03,Harvard Crimson,UConn,Away,W,3,2,3,0,13,8,0,0,0,1,0,0,NA,2,4,0,0,NA,NA,7,NA,NA,2,2,11,6,0,0,0,0,0,0,NA,3,5,0,0,NA,NA,4,NA,NA
2023-08-26,Hofstra Pride,Merrimack,Home,W,8,0,8,9,19,10,26,0,0,1,0,0,NA,0,4,1,0,NA,NA,12,NA,NA,0,0,6,4,21,0,0,0,0,0,NA,8,2,0,0,NA,NA,2,NA,NA
2023-08-29,Hofstra Pride,Fairfield,Home,L,0,4,0,0,10,4,29,0,0,2,0,0,NA,4,3,0,0,NA,1,8,NA,NA,4,3,11,7,26,0,1,2,0,0,NA,0,4,1,0,NA,NA,7,NA,1
2023-09-01,Hofstra Pride,Wagner,Home,W,2,0,2,4,5,4,28,0,0,0,0,0,NA,0,1,1,0,NA,NA,5,NA,NA,0,0,5,1,38,0,0,2,0,0,NA,2,2,0,0,NA,NA,4,NA,NA
2023-09-03,Hofstra Pride,Lehigh,Home,L,1,3,1,0,6,4,30,0,1,1,0,0,NA,3,8,0,0,NA,NA,2,NA,NA,3,3,15,11,24,0,0,0,0,0,NA,1,3,0,0,NA,NA,9,NA,NA
2023-08-25,Holy Cross Crusaders,Stonehill,Home,W,1,0,1,1,14,10,0,0,0,2,0,0,NA,0,11,1,0,NA,1,7,NA,NA,0,0,12,11,0,0,0,1,0,0,NA,1,9,0,0,NA,NA,7,NA,1
2023-09-01,Holy Cross Crusaders,Northeastern,Away,L,2,8,2,3,9,6,8,0,0,0,0,0,NA,8,12,0,0,NA,1,4,NA,NA,8,12,26,20,11,0,1,0,0,0,NA,2,4,0,0,NA,NA,11,NA,NA
2023-09-03,Holy Cross Crusaders,Brown,Away,L,1,2,1,1,9,3,35,0,1,1,0,0,NA,2,18,0,0,NA,NA,8,NA,NA,2,0,37,20,22,0,0,0,0,0,NA,1,2,0,0,NA,NA,15,1,1
2023-08-25,Indiana Hoosiers,Duke,Away,L,2,3,2,2,8,3,0,0,1,0,0,0,NA,3,8,0,0,NA,NA,5,NA,1,3,5,15,11,0,0,1,1,0,0,NA,2,1,0,0,NA,NA,6,NA,NA
2023-08-27,Indiana Hoosiers,Liberty,Away,L,1,2,1,1,9,4,0,0,2,2,0,0,NA,2,8,0,0,NA,NA,5,NA,NA,2,1,18,10,0,0,0,0,0,0,NA,1,3,0,0,NA,NA,6,1,1
2023-09-03,Indiana Hoosiers,Saint Francis (PA) ,Away,W,3,1,3,2,6,5,0,0,0,1,0,0,NA,1,3,0,0,NA,NA,3,NA,NA,1,1,10,4,0,0,0,2,0,0,NA,3,2,0,0,NA,NA,4,NA,NA
2023-09-04,Indiana Hoosiers,Miami (OH),Away,W,2,0,2,2,6,6,0,0,0,2,0,0,NA,0,5,1,0,NA,NA,1,1,2,0,0,11,5,0,0,0,2,0,0,NA,2,4,0,0,NA,NA,9,NA,NA
2023-08-25,Iowa Hawkeyes,Wake Forest ,Away,W,4,0,4,2,11,10,0,0,3,1,0,0,NA,0,1,1,0,NA,NA,3,NA,NA,0,0,4,1,0,0,2,0,0,0,NA,4,6,0,0,NA,NA,2,NA,NA
2023-08-27,Iowa Hawkeyes,North Carolina,Away,W,3,2,3,1,13,8,0,0,0,1,0,0,NA,2,6,0,0,NA,NA,6,NA,NA,2,2,18,8,0,0,0,3,0,0,NA,3,5,0,0,NA,NA,6,NA,NA
2023-09-01,Iowa Hawkeyes,"Fairfield Albany, N.Y.",Away,W,3,0,3,1,20,10,0,0,0,0,0,0,NA,0,0,1,0,NA,NA,15,NA,NA,0,0,2,0,0,0,0,1,0,0,NA,3,7,0,0,NA,NA,2,NA,NA
2023-09-03,Iowa Hawkeyes,UAlbany,Away,W,3,0,3,2,9,7,0,0,0,2,0,0,NA,0,3,1,0,NA,NA,2,1,2,0,0,7,3,0,0,0,1,0,0,NA,3,4,0,0,NA,1,5,NA,NA
2023-08-25,James Madison Dukes,William & Mary,Away,W,4,2,4,5,10,7,0,0,1,1,0,0,NA,2,16,0,0,NA,NA,3,NA,NA,2,1,24,18,0,0,1,0,0,0,NA,4,3,0,0,NA,1,11,NA,NA
2023-08-27,James Madison Dukes,Richmond,Away,L,0,3,0,0,7,5,6,0,0,3,0,0,NA,3,2,0,0,NA,NA,2,NA,NA,3,4,7,5,3,0,1,2,0,0,NA,0,5,1,0,NA,NA,2,NA,NA
2023-09-01,James Madison Dukes,Columbia,Home,W,3,2,3,3,22,10,37,0,0,1,0,0,NA,2,1,0,0,NA,NA,6,NA,NA,2,2,10,3,33,0,0,0,0,0,NA,3,7,0,0,NA,NA,9,NA,NA
2023-09-03,James Madison Dukes,Wake Forest,Away,L,0,1,0,0,3,3,0,0,1,4,0,0,NA,1,6,0,0,NA,NA,NA,NA,NA,1,1,17,7,0,0,0,0,0,0,NA,0,3,1,0,NA,NA,7,NA,NA
2023-08-25,Kent St. Golden Flashes,Liberty,Away,L,0,2,0,0,8,5,0,0,0,2,0,0,NA,2,6,0,0,NA,NA,7,NA,NA,2,3,12,8,0,0,0,1,0,0,NA,0,5,1,0,NA,2,10,NA,1
2023-08-27,Kent St. Golden Flashes,VCU,Away,L,0,1,0,0,8,4,32,0,0,1,0,0,NA,1,5,0,0,NA,NA,7,NA,NA,1,1,7,6,32,0,0,0,0,0,NA,0,4,1,0,NA,NA,3,NA,NA
2023-09-01,Kent St. Golden Flashes,Michigan St.,Home,W,1,0,1,0,8,4,0,0,0,0,0,0,NA,0,4,1,0,NA,NA,10,NA,NA,0,0,5,4,0,0,0,0,0,0,NA,1,3,0,0,NA,NA,1,NA,NA
2023-09-03,Kent St. Golden Flashes,UC Davis,Home,L,4,5,4,4,25,17,0,0,0,1,0,0,NA,5,8,0,0,NA,1,8,NA,NA,5,3,23,13,0,0,0,2,0,0,NA,4,13,0,0,NA,NA,9,1,2
2023-08-25,LIU Sharks,UMass Lowell,Away,L,1,5,1,1,5,3,0,0,0,0,0,0,NA,5,10,0,0,NA,NA,3,NA,NA,5,4,31,15,0,0,0,1,0,0,NA,1,2,0,0,NA,NA,13,NA,NA
2023-09-01,LIU Sharks,Brown,Away,L,0,3,0,0,3,2,19,0,0,1,0,0,NA,3,10,0,0,NA,NA,1,NA,NA,3,2,20,13,28,0,0,0,0,0,NA,0,2,1,0,NA,NA,4,NA,NA
2023-09-03,LIU Sharks,Providence,Away,L,0,1,0,0,4,2,0,0,0,0,0,0,NA,1,3,0,0,NA,NA,NA,NA,NA,1,0,8,4,0,0,0,1,0,0,NA,0,2,1,0,NA,NA,6,NA,NA
2023-08-25,La Salle Explorers,Temple,Away,L,1,2,1,1,9,6,26,0,0,3,0,0,NA,2,4,0,0,NA,NA,4,NA,1,2,3,12,6,33,0,0,2,0,0,NA,1,5,0,0,NA,1,8,NA,NA
2023-08-27,La Salle Explorers,Drexel,Away,W,2,1,2,0,7,5,43,0,0,0,0,0,NA,1,6,0,0,NA,1,1,NA,NA,1,1,10,7,20,0,0,1,0,0,NA,2,3,0,0,NA,NA,11,NA,NA
2023-09-01,La Salle Explorers,Longwood,Home,W,4,2,4,2,15,13,33,0,2,0,0,0,NA,2,0,0,0,NA,NA,10,1,1,2,1,4,2,30,0,0,0,0,0,NA,4,9,0,0,NA,NA,3,1,1
2023-09-03,La Salle Explorers,Rider,Home,W,3,0,3,0,17,8,15,0,1,0,0,0,NA,0,3,1,0,NA,NA,4,NA,NA,0,0,12,3,22,0,0,2,0,0,NA,3,5,0,0,NA,NA,9,NA,1
2023-08-25,Lafayette Leopards,Wagner,Home,W,5,0,5,4,15,11,31,0,0,1,0,0,NA,0,2,1,0,NA,NA,5,NA,NA,0,0,4,2,27,0,0,2,0,0,NA,5,6,0,0,NA,NA,1,NA,NA
2023-08-27,Lafayette Leopards,Ohio St.,Home,L,1,4,1,0,8,6,28,0,0,2,0,0,NA,4,5,0,0,NA,NA,2,NA,NA,4,1,16,9,22,0,0,1,0,0,NA,1,5,0,0,NA,NA,7,NA,NA
2023-09-01,Lafayette Leopards,Vermont,Away,L,2,3,2,4,11,5,40,0,0,1,0,0,NA,3,4,0,0,NA,NA,7,NA,NA,3,3,13,7,34,0,0,1,0,0,NA,2,3,0,0,NA,NA,8,NA,NA
2023-09-03,Lafayette Leopards,Massachusetts,Away,L,0,1,0,0,7,4,0,0,0,1,0,0,NA,1,2,0,0,NA,NA,5,NA,NA,1,1,8,3,0,0,0,1,0,0,NA,0,4,1,0,NA,NA,3,NA,NA
2023-08-25,Lehigh Mountain Hawks,Ohio St.,Home,L,2,5,2,0,10,7,0,0,0,0,0,0,NA,5,7,0,0,NA,2,9,NA,1,5,4,18,12,0,0,1,2,0,0,NA,2,5,0,0,NA,NA,9,NA,NA
2023-08-27,Lehigh Mountain Hawks,Ball St.,Home,W,4,3,4,3,23,15,0,0,0,1,0,0,NA,3,3,0,0,NA,NA,11,1,1,3,4,12,6,0,0,0,0,0,0,NA,4,11,0,0,NA,NA,7,NA,NA
2023-09-01,Lehigh Mountain Hawks,Lock Haven,Away,W,2,1,2,1,10,8,0,0,0,0,0,0,NA,1,2,0,0,NA,1,7,1,1,1,0,6,3,0,0,0,3,0,0,NA,2,6,0,0,NA,1,1,NA,NA
2023-09-03,Lehigh Mountain Hawks,Hofstra,Away,W,3,1,3,3,15,11,24,0,0,0,0,0,NA,1,3,0,0,NA,NA,9,NA,NA,1,0,6,4,30,0,1,1,0,0,NA,3,8,0,0,NA,NA,2,NA,NA
